id,number,title,mergeCommit,changedFiles,changedPackages
MDExOlB1bGxSZXF1ZXN0NDI0ODU1OA==,122,Add new synthetic header for determining response source.,39334a26e86ba2d9adbe52d2dc0dd74c5fd8c3bd,3,
MDExOlB1bGxSZXF1ZXN0NDI0ODYxMQ==,123,Ensure we test the correct connection instance.,8655a76174e756a59a81676a7646ea53af141bac,1,
MDExOlB1bGxSZXF1ZXN0NDM0MzUwMg==,124,Add evictAll method to connection pool.,86b2f5a3f8916519dcc2ce14c021deab50eeae75,2,
MDExOlB1bGxSZXF1ZXN0NDM1NTQ4Ng==,125,Add support for following HTTP 307 temporary redirects.,12ab70c3e89fc004d0365ed205beaa2b8b869173,2,
MDExOlB1bGxSZXF1ZXN0NDM2Mjc5MA==,126,Fix froyo bug: no more descendingIterator,3adee2fe98f1b30691d111f009dd77d7c6facb8e,1,
MDExOlB1bGxSZXF1ZXN0NDU3NDA3Mw==,127,Guard against invalid name value block headers.,842b248165b318354ba05ea9c58c03f7bffd10cb,1,
MDExOlB1bGxSZXF1ZXN0NDgwODk5Nw==,129,Move library into a module. Introduce sample module with simple GitHub c...,45041b84841173035564052483e78554be81e6a8,62,
MDExOlB1bGxSZXF1ZXN0NDgxMDE4NQ==,130,Add Apache HttpClient implementation which maps to OkHttp.,0263e4c3a2a45c145ee1c99e46d9f7efcd7d9e35,3,
MDExOlB1bGxSZXF1ZXN0NDg0NzU2Mg==,132,Provide a non-internal API to the response cache.,68f00e1c84f444009a8299db638967fd3b3fb659,10,
MDExOlB1bGxSZXF1ZXN0NDg5ODc1OQ==,133,Tidy the public API for HttpResponseCache.,a6df275bf0590770e116ca0176f350b1bb96e1d3,9,
MDExOlB1bGxSZXF1ZXN0NDg5OTEwNw==,134,Use the latest DiskLruCache in OkHttp.,4b9165d9b6f71e43f7519d36d06f35069b4d8e6d,2,
MDExOlB1bGxSZXF1ZXN0NDg5OTMwNA==,135,Track DiskLruCache.flush change.,63c2317f6c3fee90e63b85e9c6d9e4e4fb9c3be1,1,
MDExOlB1bGxSZXF1ZXN0NDkwMjUwNA==,136,Don't use APIs that Froyo doesn't have.,da8482cabadd7059c4ebd2fc2596da5f98ac5644,7,
MDExOlB1bGxSZXF1ZXN0NTA0MDYyMg==,138,FaultRecoveringOutputStream.,5e6c5981d214bfd653c4cb76adb0447a5a80a4fb,2,
MDExOlB1bGxSZXF1ZXN0NTA2MTQ2MA==,140,Allow empty header values,7672bf6b1d672c800e6f022c8ddd397509f55140,1,
MDExOlB1bGxSZXF1ZXN0NTA2Njc0MA==,141,Be more strict about outgoing request headers.,745cd24a5daf9e1e5923885e65d689f18ecf6efe,3,
MDExOlB1bGxSZXF1ZXN0NTA4ODY1MA==,142,RouteSelector tries previously failed routes last #106,6e03a92eac300ac55b0f0fb8653a5270a6399091,10,
MDExOlB1bGxSZXF1ZXN0NTA5NTc1OQ==,143,Fixed copyrights,1fcb75ef44f882858c9d05204b3b121f4f2cd2ac,2,
MDExOlB1bGxSZXF1ZXN0NTA5NTg1Nw==,144,Restore Apache copyright header to ConnectionPool.,dfa542b6c0eeec9c67a891ca8af24e751116ec43,1,
MDExOlB1bGxSZXF1ZXN0NTExODk1MQ==,146,Synchronize access to idleStartTimeNs.,aa32add30311cd08a7df6aa240bcfa60942e5103,1,
MDExOlB1bGxSZXF1ZXN0NTE2MjcxOQ==,147,Fix style,1415ae9fda41d9d07d8cc6e3804cb8b9480fd5cc,1,
MDExOlB1bGxSZXF1ZXN0NTE3MzY5Ng==,148,Update to the latest DiskLruCache.,a64baf22d26410c25662bfcd9ee4adce164cc3a5,2,
MDExOlB1bGxSZXF1ZXN0NTIwMzQxMA==,150,Recover from failed flushes and closes too.,190ee8fd8a1706418b69b3c25c326b3fc7b83205,2,
MDExOlB1bGxSZXF1ZXN0NTI4MzQ0NA==,152,Use an MTU-sized buffer for socket access.,4fdc3f0e2ff555cf126582f067c4ab47cc421cdd,3,
MDExOlB1bGxSZXF1ZXN0NTI5MTY3NQ==,153,Recover from failures while writing a POST body.,ea03097d1e95ab584b8fe6b1ac671ae0f92bb590,6,
MDExOlB1bGxSZXF1ZXN0NTQwOTk2Nw==,155,Non-static authenticators.,4ca42e0031085a8ea5c7d172386467ddac9d5d6b,11,
MDExOlB1bGxSZXF1ZXN0NTQxNzI1Nw==,156,Permit the caller to disable transports.,b56a22e2f5fdc9c9ebd0804efc9abf8471462a01,9,
MDExOlB1bGxSZXF1ZXN0NTQzNTQ5Nw==,157,Don't explode if we can't find an interface for a local address.,e9842cb2e6b025743c83b32b40be460738073ecc,1,
MDExOlB1bGxSZXF1ZXN0NTQ1NTQwNg==,158,Fix checkstyle.,e5096c52220947d859a47d8a59ec004b75f8acfb,1,
MDExOlB1bGxSZXF1ZXN0NTUzMDA0MA==,159,Updates to readme.,b7fa4a976fa9138320911c295f9b95fe75497232,1,
MDExOlB1bGxSZXF1ZXN0NTUzMDA1Ng==,160,Minor doc fix.,c31f3aa6022eb59157cad223dc83fa25df1a7861,1,
MDExOlB1bGxSZXF1ZXN0NTUzMDA4OQ==,161,Give the Apache module its own readme.,c74cb75e28fba47c706f396814182510b6ed453a,1,
MDExOlB1bGxSZXF1ZXN0NTUzMTUzMA==,162,Include a hostname verifier rather than using the system default.,d0004f2067a951295d45b7b9b6f981f67264e8f2,5,
MDExOlB1bGxSZXF1ZXN0NTUzMzEzNQ==,165,Dependency-free examples for the OkHttp front page.,beeb48f2f655a185b8ebb2ed592cd97f843e25bd,5,
MDExOlB1bGxSZXF1ZXN0NTUzNDY1Nw==,166,Pom version updates. Drop unused dependencies.,5fa7dac5efc52386b06abe9da7e327a5850779eb,1,
MDExOlB1bGxSZXF1ZXN0NTUzNTYyMQ==,168,Use daemon threads in the connection pool.,ca67ac4717105e8041b70d56bdb5a16089b6165d,4,
MDExOlB1bGxSZXF1ZXN0NTUzNjM5OQ==,169,Use the latest mockwebserver,9b7c8409b68827b6d57c89ff32755a533041ad39,1,
MDExOlB1bGxSZXF1ZXN0NTU0MDAxNQ==,170,Consistent casing of 'SSL' in method names.,0796c533540ff839bae26f21eb4ae56fc1cda475,2,
MDExOlB1bGxSZXF1ZXN0NTU0ODM2MA==,172,Jw/casing,07225fb9c2ee4f25e5605a2f65ec4987e3540a69,5,
MDExOlB1bGxSZXF1ZXN0NTU1ODU3Nw==,174,Add some tests for the Apache wrapper.,3b28a3bfc0d2ee86c33f4731de541fd040d0f2b5,2,
MDExOlB1bGxSZXF1ZXN0NTU2MTY0NQ==,176,Link to the new OkHttp website.,72f03678af718635b9c9486d7a66b7188c649377,1,
MDExOlB1bGxSZXF1ZXN0NTU3MjAyNQ==,178,Hide internal from Javadocs,7f166a355516eadc34ba63451e1306d0dd228ce9,1,
MDExOlB1bGxSZXF1ZXN0NTY0MTgxMw==,185,Clamp the MTU to a reasonable range.,cb471fc0954fb185b21550f2b3d3760b22af6e31,1,
MDExOlB1bGxSZXF1ZXN0NTY0Mzc4OA==,186,Replace String.isEmpty() calls with Java 5 methods,d4147143692632e65d2ea76c8dc1122d11cbe2e6,1,
